5.000000000000000000e+01,9.899999999999999911e-01
1.000000000000000000e+02,9.699999999999999734e-01
1.500000000000000000e+02,8.900000000000000133e-01
2.000000000000000000e+02,8.000000000000000444e-01
2.500000000000000000e+02,6.800000000000000488e-01
3.000000000000000000e+02,5.600000000000000533e-01
3.500000000000000000e+02,4.899999999999999911e-01
4.000000000000000000e+02,3.900000000000000133e-01
4.500000000000000000e+02,3.099999999999999978e-01
5.000000000000000000e+02,2.399999999999999911e-01
5.500000000000000000e+02,1.300000000000000044e-01
6.000000000000000000e+02,5.999999999999999778e-02
6.500000000000000000e+02,1.000000000000000021e-02
7.000000000000000000e+02,0.000000000000000000e+00
7.500000000000000000e+02,0.000000000000000000e+00
