5.000000000000000000e+01,9.825000000000000400e-01
1.000000000000000000e+02,9.343000000000000194e-01
1.500000000000000000e+02,8.632999999999999563e-01
2.000000000000000000e+02,7.854999999999999760e-01
2.500000000000000000e+02,7.009999999999999565e-01
3.000000000000000000e+02,6.167000000000000259e-01
3.500000000000000000e+02,5.164999999999999591e-01
4.000000000000000000e+02,4.133999999999999897e-01
4.500000000000000000e+02,3.099999999999999978e-01
5.000000000000000000e+02,2.160999999999999865e-01
5.500000000000000000e+02,1.342000000000000137e-01
6.000000000000000000e+02,6.260000000000000286e-02
6.500000000000000000e+02,9.900000000000000813e-03
7.000000000000000000e+02,0.000000000000000000e+00
7.500000000000000000e+02,0.000000000000000000e+00
