5.000000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+02,1.000000000000000000e+00
1.500000000000000000e+02,1.000000000000000000e+00
2.000000000000000000e+02,9.212362911266200882e-01
2.500000000000000000e+02,7.168494516450647502e-01
3.000000000000000000e+02,5.982053838484546748e-01
3.500000000000000000e+02,4.825523429710867340e-01
4.000000000000000000e+02,3.888334995014955386e-01
4.500000000000000000e+02,2.871385842472582439e-01
5.000000000000000000e+02,1.994017946161515398e-01
5.500000000000000000e+02,1.216350947158524459e-01
6.000000000000000000e+02,4.785643070787637399e-02
6.500000000000000000e+02,0.000000000000000000e+00
7.000000000000000000e+02,0.000000000000000000e+00
7.500000000000000000e+02,0.000000000000000000e+00
