5.000000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+02,9.977876106194690786e-01
1.500000000000000000e+02,9.513274336283186194e-01
2.000000000000000000e+02,9.380530973451327581e-01
2.500000000000000000e+02,1.000000000000000000e+00
3.000000000000000000e+02,1.000000000000000000e+00
3.500000000000000000e+02,9.255162241887905372e-01
4.000000000000000000e+02,7.374631268436577791e-01
4.500000000000000000e+02,5.634218289085545228e-01
5.000000000000000000e+02,4.159292035398229892e-01
5.500000000000000000e+02,2.949852507374631227e-01
6.000000000000000000e+02,1.600294985250737545e-01
6.500000000000000000e+02,4.646017699115044530e-02
7.000000000000000000e+02,0.000000000000000000e+00
7.500000000000000000e+02,0.000000000000000000e+00
