5.000000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+02,1.000000000000000000e+00
1.500000000000000000e+02,9.992846924177396506e-01
2.000000000000000000e+02,9.670958512160229281e-01
2.500000000000000000e+02,9.778254649499285023e-01
3.000000000000000000e+02,8.519313304721030100e-01
3.500000000000000000e+02,6.967095851216023039e-01
4.000000000000000000e+02,5.722460658082976215e-01
4.500000000000000000e+02,4.484978540772532329e-01
5.000000000000000000e+02,3.247496423462088444e-01
5.500000000000000000e+02,2.110157367668097361e-01
6.000000000000000000e+02,1.180257510729613712e-01
6.500000000000000000e+02,2.002861230329041481e-02
7.000000000000000000e+02,0.000000000000000000e+00
7.500000000000000000e+02,0.000000000000000000e+00
