5.000000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+02,7.272727272727272929e-01
1.500000000000000000e+02,5.401069518716578033e-01
2.000000000000000000e+02,3.957219251336898669e-01
2.500000000000000000e+02,2.941176470588235392e-01
3.000000000000000000e+02,2.139037433155080159e-01
3.500000000000000000e+02,1.657754010695187130e-01
4.000000000000000000e+02,1.016042780748663138e-01
4.500000000000000000e+02,3.208556149732620655e-02
5.000000000000000000e+02,0.000000000000000000e+00
5.500000000000000000e+02,0.000000000000000000e+00
6.000000000000000000e+02,0.000000000000000000e+00
6.500000000000000000e+02,0.000000000000000000e+00
7.000000000000000000e+02,0.000000000000000000e+00
7.500000000000000000e+02,0.000000000000000000e+00
