5.000000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+02,6.733333333333333393e-01
1.500000000000000000e+02,4.866666666666666918e-01
2.000000000000000000e+02,3.933333333333333126e-01
2.500000000000000000e+02,2.999999999999999889e-01
3.000000000000000000e+02,1.666666666666666574e-01
3.500000000000000000e+02,1.400000000000000133e-01
4.000000000000000000e+02,5.333333333333333676e-02
4.500000000000000000e+02,1.333333333333333419e-02
5.000000000000000000e+02,0.000000000000000000e+00
5.500000000000000000e+02,0.000000000000000000e+00
6.000000000000000000e+02,0.000000000000000000e+00
6.500000000000000000e+02,0.000000000000000000e+00
7.000000000000000000e+02,0.000000000000000000e+00
7.500000000000000000e+02,0.000000000000000000e+00
