5.000000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+02,1.000000000000000000e+00
1.500000000000000000e+02,9.962546816479400658e-01
2.000000000000000000e+02,7.902621722846442376e-01
2.500000000000000000e+02,6.267166042446941088e-01
3.000000000000000000e+02,5.168539325842697041e-01
3.500000000000000000e+02,4.207240948813982251e-01
4.000000000000000000e+02,3.208489388264669229e-01
4.500000000000000000e+02,2.446941323345817598e-01
5.000000000000000000e+02,1.735330836454432035e-01
5.500000000000000000e+02,8.489388264669163464e-02
6.000000000000000000e+02,1.123595505617977497e-02
6.500000000000000000e+02,0.000000000000000000e+00
7.000000000000000000e+02,0.000000000000000000e+00
7.500000000000000000e+02,0.000000000000000000e+00
